Code,Bezeichnung,Jahr,Beamte_B10,Beamte_B6,Beamte_B5,Beamte_B2,Beamte_A16,Beamte_A15,Beamte_A14,Beamte_A13_LG2E2,Beamte_A13_LG2E1,Beamte_A12,Beamte_A11,Beamte_A10,Beamte_A9Z,Beamte_A9,Beamte_A8,Beamte_A7,Tarif_E15,Tarif_E14,Tarif_E13,Tarif_E12,Tarif_E11,Tarif_E10,Tarif_E09C,Tarif_E09B,Tarif_E09A,Tarif_E08,Tarif_E07,Tarif_E06,Tarif_E05,Tarif_E04,Tarif_E03,Tarif_E02,Tarif_P09,Tarif_P08,Tarif_P07,Tarif_S18,Tarif_S17,Tarif_S16,Tarif_S15,Tarif_S14,Tarif_S13,Tarif_S12,Tarif_S11B,Tarif_S10,Tarif_S09,Tarif_S08B,Tarif_S08A,Tarif_S03,Tarif_S02,Tarif_TVOEDFEST,Summe_VZAE
0502,SICHERUNG DES LEBENSUNTERHALTS (OHNE SGB II),2027,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,1.5,2.0,7.32,17.87,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.3,2.0,1.75,13.33,0.5,0.0,1.0,0.0,0.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.64,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,58.76
0503,SICHERUNG BESONDERER SOZIALER BEDARFE,2026,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,1.5,2.0,9.04,10.85,0.0,0.0,5.0,0.0,0.0,1.5,0.0,2.7,1.5,4.6,7.36,0.75,1.5,5.0,0.0,1.5,2.67,23.5,0.5,0.0,0.0,0.0,0.0,2.3,4.41,0.0,7.0,0.0,0.0,42.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,140.89
0503,SICHERUNG BESONDERER SOZIALER BEDARFE,2027,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,1.5,2.0,9.04,10.85,0.0,0.0,5.0,0.0,0.0,1.5,0.0,2.7,1.5,4.6,7.36,0.75,1.5,5.0,0.0,1.5,3.17,23.5,0.5,0.0,0.0,0.0,0.0,2.3,4.41,0.0,7.0,0.0,0.0,42.71,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,141.39
0504,WOHNGELD,2026,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,2.0,1.0,0.0,0.0,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,0.0,16.92,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.15
0504,WOHNGELD,2027,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.0,2.0,1.0,0.0,0.0,7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.5,0.0,16.92,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.15
0601,FÖRDERUNG VON KINDERN IN TAGESBETREUUNG,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.3,5.9,4.0,0.0,0.0,8.68,0.0,1.0,1.0,0.0,1.0,0.0,0.8,0.0,8.5,0.25,12.83,0.0,3.2,0.78,1.77,0.0,13.56,0.0,0.0,0.0,2.46,6.1,4.0,22.8,0.0,23.0,17.7,2.0,1.0,13.4,15.97,308.27,75.4,0.0,0.3,558.27
0601,FÖRDERUNG VON KINDERN IN TAGESBETREUUNG,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,1.3,5.9,4.0,0.0,0.0,8.68,0.0,1.0,1.0,0.0,1.0,0.0,0.8,0.0,8.5,0.25,12.83,0.0,3.2,0.78,1.77,0.0,13.56,0.0,0.0,0.0,2.46,6.1,4.0,22.8,0.0,23.0,17.7,2.0,1.0,13.4,15.97,308.27,75.4,0.0,0.3,558.27
0602,KINDER- UND JUGENDARBEIT,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.9,0.25,0.0,0.0,0.2,0.75,0.0,0.5,0.0,0.0,0.5,1.5,0.2,0.0,2.18,2.5,0.5,1.0,4.4,0.28,1.0,2.12,0.14,0.0,0.0,0.0,4.46,2.0,0.0,7.38,0.0,0.0,32.93,3.19,0.0,1.0,1.62,63.32,0.0,53.91,0.1,190.03
0602,KINDER- UND JUGENDARBEIT,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.9,0.25,0.0,0.0,0.2,0.75,0.0,0.5,0.0,0.0,0.5,1.5,0.2,0.0,2.18,2.5,0.5,1.0,4.4,0.28,1.0,2.12,0.14,0.0,0.0,0.0,4.46,2.0,0.0,6.38,0.0,0.0,32.93,3.19,0.0,1.0,1.62,57.92,0.0,49.67,0.1,179.39
0603,FÖRDERUNG VON BENACHTEILIGTEN JUNGEN MENSCHEN,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.15,1.11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,4.16,0.0,0.0,17.96,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.15,35.4
0603,FÖRDERUNG VON BENACHTEILIGTEN JUNGEN MENSCHEN,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5,0.15,1.11,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.05,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,4.16,0.0,0.0,17.96,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.15,35.4
0604,FAMILIENFÖRDERUNG,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.05,2.05,0.0,0.0,0.0,2.27,0.0,0.07,0.0,0.0,0.0,0.0,0.15,1.0,1.0,0.77,0.0,0.0,1.82,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.05,0.0,1.83,1.52,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,19.44
0604,FAMILIENFÖRDERUNG,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.05,2.05,0.0,0.0,0.0,2.27,0.0,0.07,0.0,0.0,0.0,0.0,0.15,1.0,1.0,0.77,0.0,0.0,1.82,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.81,1.05,0.0,1.83,1.52,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,19.44
0605,ERZIEHERISCHE UND WIRTSCHAFTLICHE HILFEN FÜR FAMILIEN,2026,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,2.25,12.15,13.88,1.0,0.0,4.5,0.0,0.93,0.0,0.0,1.0,1.0,2.1,3.0,1.83,0.5,2.0,0.0,1.33,3.57,0.0,0.0,0.0,0.0,0.0,0.0,9.66,6.35,0.0,5.73,42.59,0.0,23.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,141.84
0605,ERZIEHERISCHE UND WIRTSCHAFTLICHE HILFEN FÜR FAMILIEN,2027,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,2.25,12.15,13.88,1.0,0.0,4.5,0.0,0.93,0.0,0.0,1.0,1.0,2.1,3.0,1.83,0.5,2.0,0.0,1.33,3.57,0.0,0.0,0.0,0.0,0.0,0.0,9.66,6.35,0.0,5.73,42.59,0.0,23.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,141.84
0701,GESUNDHEITSDIENSTE,2026,0.0,0.0,0.0,0.8,0.0,3.65,2.5,0.0,1.0,1.0,2.0,2.1,0.0,0.0,1.0,0.0,10.85,3.52,1.5,3.0,5.5,1.3,0.0,0.3,8.53,3.25,0.0,9.49,7.7,0.0,0.0,0.0,0.5,3.51,0.75,1.0,0.0,0.0,0.0,10.72,0.0,12.64,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,98.76
0701,GESUNDHEITSDIENSTE,2027,0.0,0.0,0.0,0.8,0.0,3.65,2.5,0.0,1.0,1.0,2.0,2.1,0.0,0.0,1.0,0.0,10.85,3.52,1.5,3.0,5.5,1.3,0.0,0.3,8.53,3.25,0.0,9.49,7.2,0.0,0.0,0.0,0.5,3.51,0.75,1.0,0.0,0.0,0.0,10.72,0.0,12.64,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,98.26
0801,"SPORTENTWICKLUNG, SPORTANLAGEN UND - STÄTTEN",2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.72,1.9,0.0,0.0,0.9,0.0,0.7,1.0,0.0,1.0,3.0,1.0,0.5,0.85,1.5,0.0,0.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57
0801,"SPORTENTWICKLUNG, SPORTANLAGEN UND - STÄTTEN",2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.72,1.9,0.0,0.0,0.9,0.0,0.7,1.0,0.0,1.0,3.0,1.0,0.5,0.85,1.5,0.0,0.0,4.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57
0802,BÄDER,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28,0.1,1.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,4.5,0.0,0.0,1.9,2.0,14.0,14.0,3.0,43.03,5.42,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.99
0802,BÄDER,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28,0.1,1.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,4.5,0.0,0.0,1.9,2.0,14.0,14.0,3.0,43.03,5.42,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.99
0901,"STADT- UND REGIONALENTWICKLUNG, STADTPLANUNG",2026,0.0,0.0,0.0,0.0,0.6,2.8,6.8,4.0,1.5,0.0,1.73,1.39,0.0,0.0,0.0,0.0,1.5,0.25,9.88,11.09,16.8,0.0,0.0,0.61,6.5,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.45
0901,"STADT- UND REGIONALENTWICKLUNG, STADTPLANUNG",2027,0.0,0.0,0.0,0.0,0.6,2.8,6.8,4.0,1.5,0.0,1.73,1.39,0.0,0.0,0.0,0.0,1.5,0.25,9.88,11.09,16.8,0.0,0.0,0.61,6.5,0.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.45
0902,"VERMESSUNG, KATASTER UND GEOINFORMATION",2026,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,3.0,14.0,7.77,12.0,0.0,1.0,21.02,1.0,0.0,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.14
0902,"VERMESSUNG, KATASTER UND GEOINFORMATION",2027,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,0.5,0.0,1.0,2.0,3.0,14.0,7.77,12.0,0.0,1.0,21.02,1.0,0.0,11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.14
1001,BAUAUFSICHT UND BAURECHTLICHE BERATUNG,2026,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,10.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,11.68,0.0,0.0,7.5,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.68
1001,BAUAUFSICHT UND BAURECHTLICHE BERATUNG,2027,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,10.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,11.68,0.0,0.0,7.5,0.0,0.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.68
1002,DENKMALSCHUTZ UND DENKMALPFLEGE,2026,0.0,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.75,1.0,2.95,0.1,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2
1002,DENKMALSCHUTZ UND DENKMALPFLEGE,2027,0.0,0.0,0.0,0.0,0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.75,1.0,2.95,0.1,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2
1003,WOHNEN,2026,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.7,2.0,3.78,5.75,0.0,2.0,2.12,0.0,0.0,0.0,1.0,0.0,9.5,2.9,2.5,0.0,0.0,2.5,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75
1003,WOHNEN,2027,0.0,0.0,0.0,0.0,0.0,0.7,1.0,0.0,0.7,2.0,3.78,5.75,0.0,2.0,2.12,0.0,0.0,0.0,2.0,0.0,9.5,2.9,2.5,0.0,0.0,2.5,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.75
1101,ABWASSERBESEITIGUNG,2026,0.0,0.0,0.0,0.16,2.05,0.0,0.82,0.0,0.0,2.0,0.4,1.78,0.0,0.87,0.0,0.0,2.0,7.46,5.63,25.67,40.2,3.6,2.4,14.88,16.45,2.5,20.0,66.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.76
1101,ABWASSERBESEITIGUNG,2027,0.0,0.0,0.0,0.16,2.05,0.0,0.82,0.0,0.0,2.0,0.4,1.78,0.0,0.87,0.0,0.0,2.0,7.46,5.63,25.67,41.1,3.6,2.4,14.88,16.45,2.5,20.0,66.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.66
1102,ABFALLWIRTSCHAFT (AWM),2026,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
1102,ABFALLWIRTSCHAFT (AWM),2027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
1201,BEREITSTELLUNG VON VERKEHRSFLÄCHEN UND -ANLAGEN,2026,0.0,0.0,0.0,0.84,1.9,0.0,4.17,3.0,2.0,2.45,4.6,1.85,0.0,0.71,0.0,0.0,1.0,5.5,7.38,32.43,34.76,1.5,2.1,14.0,18.58,0.0,0.5,35.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.24
1201,BEREITSTELLUNG VON VERKEHRSFLÄCHEN UND -ANLAGEN,2027,0.0,0.0,0.0,0.84,1.9,0.0,4.17,3.0,2.0,2.45,4.6,1.85,0.0,0.71,0.0,0.0,1.0,5.5,7.38,32.43,34.86,1.5,2.1,14.0,18.58,0.0,0.5,35.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.34
1301,GRÜN- UND FREIFLÄCHEN,2026,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5,1.0,0.0,0.0,1.5,0.0,0.0,1.5,1.0,8.0,18.38,0.0,0.0,7.5,7.0,0.26,20.42,67.65,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.21
1301,GRÜN- UND FREIFLÄCHEN,2027,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.5,1.0,0.0,0.0,1.5,0.0,0.0,1.5,1.0,8.0,18.38,0.0,0.0,7.5,7.0,0.26,20.42,67.65,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.21
1302,FRIEDHÖFE,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.68,0.0,1.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18
1302,FRIEDHÖFE,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.68,0.0,1.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.18
1303,"NATUR, LANDSCHAFT, ERHOLUNG, WASSERSCHUTZ",2026,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.77,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,16.0,0.63,0.0,1.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4
1303,"NATUR, LANDSCHAFT, ERHOLUNG, WASSERSCHUTZ",2027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.77,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,16.0,0.63,0.0,1.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4
1304,FLIEßENDE GEWÄSSER,2026,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,2.5,2.25,0.41,0.0,1.16,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43
1304,FLIEßENDE GEWÄSSER,2027,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,2.5,2.25,0.41,0.0,1.16,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43
1305,WALD UND FORSTWIRTSCHAFT,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
1305,WALD UND FORSTWIRTSCHAFT,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
1401,"ÜBERGREIFENDER UMWELTSCHUTZ, KLIMA, IMMISSION, BODEN, ABFALL",2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.5,16.5,0.0,0.5,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5
1401,"ÜBERGREIFENDER UMWELTSCHUTZ, KLIMA, IMMISSION, BODEN, ABFALL",2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.5,16.5,0.0,0.5,0.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5
1502,STADTMARKETING (MM),2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1502,STADTMARKETING (MM),2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1503,STADTHALLE HILTRUP,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38
1503,STADTHALLE HILTRUP,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38
1504,ÖFFENTLICHE TOILETTENANLAGEN,2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1504,ÖFFENTLICHE TOILETTENANLAGEN,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,Gesamtsumme Stadt Münster,2026,1.0,1.0,5.0,7.0,13.0,32.65,55.43,16.0,57.83,137.98,206.67,174.38,46.05,313.31,180.95,7.01,38.85,72.32,82.97,236.3,341.62,83.61,154.37,172.42,278.98,176.85,168.94,433.12,162.34,58.39,62.73,83.85,0.5,3.51,0.75,28.26,22.55,4.0,55.9,54.83,24.0,195.98,73.34,1.0,19.4,18.09,392.72,75.4,54.41,10.82,4898.38
,Gesamtsumme Stadt Münster,2027,1.0,1.0,5.0,7.0,13.0,32.65,55.43,16.0,57.33,137.98,206.17,175.18,46.05,324.98,180.95,7.01,38.85,72.32,83.97,236.3,342.62,83.61,154.37,172.42,278.98,176.86,168.94,433.63,162.34,58.39,62.73,83.85,0.5,3.51,0.75,28.26,22.55,4.0,54.9,54.83,24.0,195.98,73.34,1.0,19.4,18.09,387.32,75.4,50.17,10.82,4901.73
