section;source_file;pdf_page;printed_page;kind;year;code;label;level;unit;ordentliche_ertraege;ordentliche_aufwendungen;ordentliches_ergebnis;finanzergebnis;ergebnis_laufende_verwaltung;ausserordentliches_ergebnis;ergebnis_teilhaushalt;einzahlungen_laufend;auszahlungen_laufend;saldo_laufend;einzahlungen_investitionen;auszahlungen_investitionen;saldo_investitionen;finanzmittelueberschuss_fehlbetrag;einzahlungen_finanzierung;auszahlungen_finanzierung;saldo_finanzierung;verpflichtungsermaechtigungen
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0110;Recht;product_group;EUR;684190.00;2988180.00;-2303990.00;;-2303990.00;;-2303990.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0111;Immobilienmanagement;product_group;EUR;38333200.00;128730470.00;-90397270.00;;-90397270.00;;-90397270.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0113;Zentrale Dienste;product_group;EUR;1557710.00;20758060.00;-19200350.00;;-19200350.00;;-19200350.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0114;Stiftungsmanagement;product_group;EUR;500000.00;520930.00;-20930.00;;-20930.00;;-20930.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0115;IT-Management (citeq);product_group;EUR;;8000.00;-8000.00;;-8000.00;;-8000.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0116;Migrations- und Integrationsmanagement;product_group;EUR;599800.00;1352920.00;-753120.00;;-753120.00;;-753120.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;01;Innere Verwaltung;product_area;EUR;47663480.00;219072920.00;-171409440.00;;-171409440.00;;-171409440.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0201;Ordnungsrechtliche Angelegenheiten;product_group;EUR;492210.00;7358520.00;-6866310.00;;-6866310.00;;-6866310.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0202;Gewerberechtliche Angelegenheiten;product_group;EUR;1330000.00;2282730.00;-952730.00;;-952730.00;;-952730.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0203;Straßenverkehrsrechtliche Angelegenheit;product_group;EUR;16999000.00;12638740.00;4360260.00;;4360260.00;;4360260.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0204;Bürgerangelegenheiten;product_group;EUR;5981410.00;9330350.00;-3348940.00;;-3348940.00;;-3348940.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0205;Standesamtsangelegenheiten;product_group;EUR;474030.00;2007570.00;-1533540.00;;-1533540.00;;-1533540.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0206;Ausländerangelegenheiten;product_group;EUR;699070.00;5143310.00;-4444240.00;;-4444240.00;;-4444240.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0207;Statistik;product_group;EUR;550.00;714290.00;-713740.00;;-713740.00;;-713740.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0208;Wahlen;product_group;EUR;489500.00;873130.00;-383630.00;;-383630.00;;-383630.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0209;Brandschutz & feuerwehrt.Hilfeleistungen;product_group;EUR;2072010.00;43495150.00;-41423140.00;;-41423140.00;;-41423140.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0210;Rettungsdienst;product_group;EUR;33155100.00;35048940.00;-1893840.00;;-1893840.00;;-1893840.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0211;Veterinärwesen & Lebensmittelüberwachung;product_group;EUR;189020.00;3313940.00;-3124920.00;;-3124920.00;;-3124920.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;02;Sicherheit und Ordnung;product_area;EUR;61881900.00;122206670.00;-60324770.00;;-60324770.00;;-60324770.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0301;Leistungen für Schulen;product_group;EUR;3608700.00;43173030.00;-39564330.00;;-39564330.00;;-39564330.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;0302;Zentr.Leist. f. am Schulleben Beteiligte;product_group;EUR;747820.00;15786720.00;-15038900.00;;-15038900.00;;-15038900.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;74;70;ergebnisplanung;2027;03;Schulträgeraufgaben;product_area;EUR;4356520.00;58959750.00;-54603230.00;;-54603230.00;;-54603230.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0401;Kulturmanagement / Kulturförderung;product_group;EUR;551820.00;7279090.00;-6727270.00;;-6727270.00;;-6727270.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0402;Volkshochschule;product_group;EUR;2861500.00;4155760.00;-1294260.00;;-1294260.00;;-1294260.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0403;Westf. Schule für Musik;product_group;EUR;2774040.00;7867750.00;-5093710.00;;-5093710.00;;-5093710.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0404;Stadtbücherei u. Förderung freier Träger;product_group;EUR;753620.00;6587450.00;-5833830.00;;-5833830.00;;-5833830.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0405;Stadtmuseum;product_group;EUR;228980.00;2056030.00;-1827050.00;;-1827050.00;;-1827050.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0406;Stadtarchiv;product_group;EUR;39940.00;1177770.00;-1137830.00;;-1137830.00;;-1137830.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0407;Theater Münster;product_group;EUR;25000.00;26774120.00;-26749120.00;;-26749120.00;;-26749120.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0408;Geschichtsort Villa ten Hompel;product_group;EUR;193690.00;937780.00;-744090.00;;-744090.00;;-744090.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;04;Kultur und Wissenschaft;product_area;EUR;7428590.00;56835750.00;-49407160.00;;-49407160.00;;-49407160.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0501;Leist. der Grundsicherung f. Arbeitsuchende;product_group;EUR;200555350.00;230309560.00;-29754210.00;;-29754210.00;;-29754210.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0502;Sicherung Lebensunterhalt;product_group;EUR;73018700.00;92750830.00;-19732130.00;;-19732130.00;;-19732130.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0503;Sicherung besonderer sozialer Bedarfe;product_group;EUR;6935260.00;74484820.00;-67549560.00;;-67549560.00;;-67549560.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0504;Wohngeld;product_group;EUR;3000.00;2721750.00;-2718750.00;;-2718750.00;;-2718750.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;05;Soziale Leistungen;product_area;EUR;280512310.00;400266960.00;-119754650.00;;-119754650.00;;-119754650.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0601;Förderung von Kindern in Tagesbetreuung;product_group;EUR;130797990.00;218555440.00;-87757450.00;;-87757450.00;;-87757450.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0602;Kinder- und Jugendarbeit;product_group;EUR;28077860.00;47688370.00;-19610510.00;;-19610510.00;;-19610510.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0603;Förd. v. benachteiligten jungen Menschen;product_group;EUR;548010.00;10941970.00;-10393960.00;;-10393960.00;;-10393960.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0604;Familienförderung;product_group;EUR;374390.00;6157430.00;-5783040.00;;-5783040.00;;-5783040.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0605;Erzieh.u.wirtschaftl.Hilfen für Familien;product_group;EUR;27869240.00;117018140.00;-89148900.00;;-89148900.00;;-89148900.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;06;Kinder-, Jugend- und Familienhilfe;product_area;EUR;187667490.00;400361350.00;-212693860.00;;-212693860.00;;-212693860.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0701;Gesundheitsdienste;product_group;EUR;3122970.00;17768360.00;-14645390.00;;-14645390.00;;-14645390.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;07;Gesundheitsdienste;product_area;EUR;3122970.00;17768360.00;-14645390.00;;-14645390.00;;-14645390.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0801;Sportentwicklung, Sportanlagen/-stätten;product_group;EUR;2773360.00;9634500.00;-6861140.00;;-6861140.00;;-6861140.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0802;Bäder;product_group;EUR;2357730.00;9125540.00;-6767810.00;;-6767810.00;;-6767810.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;08;Sportförderung;product_area;EUR;5131090.00;18760040.00;-13628950.00;;-13628950.00;;-13628950.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0901;Stadt-/Regionalentwicklung, Stadtplanung;product_group;EUR;1952330.00;11004180.00;-9051850.00;;-9051850.00;;-9051850.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;0902;Vermessung, Kataster und Geoinformation;product_group;EUR;1241910.00;9237770.00;-7995860.00;;-7995860.00;;-7995860.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;09;Räuml.Planung/Entwickl.,Geoinformation;product_area;EUR;3194240.00;20241950.00;-17047710.00;;-17047710.00;;-17047710.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;1001;Bauaufsicht und baurechtliche Beratung;product_group;EUR;3471700.00;8116470.00;-4644770.00;;-4644770.00;;-4644770.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;1002;Denkmalschutz und Denkmalpflege;product_group;EUR;414000.00;1892410.00;-1478410.00;;-1478410.00;;-1478410.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;1003;Wohnen;product_group;EUR;343590.00;6853120.00;-6509530.00;;-6509530.00;;-6509530.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;10;Bauen und Wohnen;product_area;EUR;4229290.00;16862000.00;-12632710.00;;-12632710.00;;-12632710.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;1101;Abwasserbeseitigung;product_group;EUR;89245950.00;54850200.00;34395750.00;;34395750.00;;34395750.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;1102;Abfallwirtschaft (AWM);product_group;EUR;;;;4000000.00;4000000.00;;4000000.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;11;Ver- und Entsorgung;product_area;EUR;89245950.00;54850200.00;34395750.00;4000000.00;38395750.00;;38395750.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;1201;Bereitstellung Verkehrsflächen/-anlagen;product_group;EUR;47845660.00;83089990.00;-35244330.00;-5000.00;-35249330.00;;-35249330.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;75;71;ergebnisplanung;2027;12;Verkehrsflächen und -anlagen, ÖPNV;product_area;EUR;47845660.00;83089990.00;-35244330.00;-5000.00;-35249330.00;;-35249330.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1301;Grün- und Freiflächen;product_group;EUR;1330830.00;20078210.00;-18747380.00;;-18747380.00;;-18747380.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1302;Friedhöfe;product_group;EUR;2104590.00;2143770.00;-39180.00;;-39180.00;;-39180.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1303;Natur, Landschaft, Erholung,Wasserschutz;product_group;EUR;388000.00;4340570.00;-3952570.00;;-3952570.00;;-3952570.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1304;Fließende Gewässer;product_group;EUR;1539600.00;2197030.00;-657430.00;-2000.00;-659430.00;;-659430.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1305;Wald und Forstwirtschaft;product_group;EUR;263770.00;701170.00;-437400.00;;-437400.00;;-437400.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;13;Natur- und Landschaftspflege;product_area;EUR;5626790.00;29460750.00;-23833960.00;-2000.00;-23835960.00;;-23835960.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1401;Übergreifender Umweltschutz;product_group;EUR;525540.00;5427340.00;-4901800.00;;-4901800.00;;-4901800.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;14;Umweltschutz;product_area;EUR;525540.00;5427340.00;-4901800.00;;-4901800.00;;-4901800.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1501;Anteile an Unternehmen;product_group;EUR;18787380.00;14552110.00;4235270.00;11314030.00;15549300.00;;15549300.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1502;Stadtmarketing (MM);product_group;EUR;;3834380.00;-3834380.00;;-3834380.00;;-3834380.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1503;Stadthalle Hiltrup;product_group;EUR;157240.00;236480.00;-79240.00;;-79240.00;;-79240.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1504;Öffentliche Toilettenanlagen;product_group;EUR;;651590.00;-651590.00;;-651590.00;;-651590.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;15;Wirtschaft und Tourismus;product_area;EUR;18944620.00;19274560.00;-329940.00;11314030.00;10984090.00;;10984090.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1601;Allgemeine Finanzwirtschaft;product_group;EUR;917250000.00;177898300.00;739351700.00;-36470000.00;702881700.00;;702881700.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;16;Allgemeine Finanzwirtschaft;product_area;EUR;917250000.00;177898300.00;739351700.00;-36470000.00;702881700.00;;702881700.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;1701;Rechtlich unselbständige Stiftungen;product_group;EUR;17000.00;31680.00;-14680.00;;-14680.00;;-14680.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;17;Stiftungen;product_area;EUR;17000.00;31680.00;-14680.00;;-14680.00;;-14680.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;76;72;ergebnisplanung;2027;Summe;Summe;total;EUR;1684643440.00;1701368570.00;-16725130.00;-21162970.00;-37888100.00;;-37888100.00;;;;;;;;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0101;Bezirksvertretungen/frei verfügb. Mittel;product_group;EUR;;;;;;;;;338560;-338560;;;;-338560;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0102;GF für polit. Gremien, internat. Beziehungen;product_group;EUR;;;;;;;;288240;5611430;-5323190;;2000;-2000;-5325190;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0103;OB, BM und Verwaltungsführung;product_group;EUR;;;;;;;;264210;8134050;-7869840;;7340;-7340;-7877180;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0104;Gleichstellung aller Geschlechter;product_group;EUR;;;;;;;;4000;2241830;-2237830;;;;-2237830;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0105;Personal- u. Schwerbehindertenvertretung;product_group;EUR;;;;;;;;210000;1890490;-1680490;;;;-1680490;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0106;Wirtschaftlichkeitsprüfung und Revision;product_group;EUR;;;;;;;;61660;1843340;-1781680;;;;-1781680;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0107;Public Relations;product_group;EUR;;;;;;;;58300;1802310;-1744010;;2160;-2160;-1746170;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0108;Personal- und Organisationsmanagement;product_group;EUR;;;;;;;;3149000;25937970;-22788970;;;;-22788970;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0109;Finanz- und Beteiligungsmanagement;product_group;EUR;;;;;;;;1983700;14842340;-12858640;;10000;-10000;-12868640;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0110;Recht;product_group;EUR;;;;;;;;682860;7378930;-6696070;;;;-6696070;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0111;Immobilienmanagement;product_group;EUR;;;;;;;;19615790;99432320;-79816530;6910050;55014950;-48104900;-127921430;;;;-54710000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0113;Zentrale Dienste;product_group;EUR;;;;;;;;1557300;21213350;-19656050;6000;17960600;-17954600;-37610650;;;;-40027470
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0114;Verwaltung der Kommunalen Stiftungen;product_group;EUR;;;;;;;;500000;496480;3520;;;;3520;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0115;IT-Management (citeq);product_group;EUR;;;;;;;;;8000;-8000;3890000;4848470;-958470;-966470;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0116;Migrations- u. Integrationsmanagement;product_group;EUR;;;;;;;;693320;1197640;-504320;;;;-504320;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;01;Innere Verwaltung;product_area;EUR;;;;;;;;29068380;192369040;-163300660;10806050;77845520;-67039470;-230340130;;;;-94737470
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0201;Ordnungsrechtliche Angelegenheiten;product_group;EUR;;;;;;;;485000;6957350;-6472350;;8640;-8640;-6480990;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0202;Gewerberechtliche Angelegenheiten;product_group;EUR;;;;;;;;1330000;2028500;-698500;;;;-698500;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0203;Straßenverkehrsrechtliche Angelegenheit;product_group;EUR;;;;;;;;16499000;11319540;5179460;;9480;-9480;5169980;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0204;Bürgerangelegenheiten;product_group;EUR;;;;;;;;5727420;8416210;-2688790;;2500;-2500;-2691290;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0205;Standesamtsangelegenheiten;product_group;EUR;;;;;;;;474000;1655300;-1181300;;1000;-1000;-1182300;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0206;Ausländerangelegenheiten;product_group;EUR;;;;;;;;702200;4515460;-3813260;;;;-3813260;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0207;Statistik;product_group;EUR;;;;;;;;550;680800;-680250;;;;-680250;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0208;Wahlen;product_group;EUR;;;;;;;;;2420;-2420;;1000;-1000;-3420;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0209;Brandschutz/feuerwehrt. Hilfeleistungen;product_group;EUR;;;;;;;;1004050;33115060;-32111010;748700;21188000;-20439300;-52550310;;;;-35074000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0210;Rettungsdienst;product_group;EUR;;;;;;;;32633000;29940800;2692200;14000;1604000;-1590000;1102200;;;;-900000
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;0211;Veterinärw. u.Lebensmittelüberwachung;product_group;EUR;;;;;;;;227600;3074340;-2846740;4000;25000;-21000;-2867740;;;;
haushaltsquerschnitt;Haushaltsplan_2026-2027_Band_2_Stand_20.05.2026.pdf;77;73;finanzplanung;2026;02;Sicherheit und Ordnung;product_area;EUR;;;;;;;;59082820;101705780;-42622960;766700;22839620;-22072920;-64695880;;;;-35974000
