band,seite,tabelle,datei
1,374,0,band1_p374_PB08_Sportforderung_Teilergebnisplan_t0.csv
1,375,0,band1_p375_PB08_Sportforderung_Teilfinanzplan_t0.csv
1,377,0,band1_p377_PG0801_Sportinfrastruktur_Sportforderung_Sportveranstaltungen_Beschreibung_t0.csv
1,378,0,band1_p378_PG0801_Sportinfrastruktur_Sportforderung_Sportveranstaltungen_Tabelle_t0.csv
1,378,1,band1_p378_PG0801_Sportinfrastruktur_Sportforderung_Sportveranstaltungen_Tabelle_t1.csv
1,379,0,band1_p379_PG0801_Sportinfrastruktur_Sportforderung_Sportveranstaltungen_Tabelle_t0.csv
1,380,0,band1_p380_PG0801_Sportinfrastruktur_Sportforderung_Sportveranstaltungen_Teilergebnisplan_t0.csv
1,382,0,band1_p382_PG0801_Sportinfrastruktur_Sportforderung_Sportveranstaltungen_Teilfinanzplan_t0.csv
1,385,0,band1_p385_PG0802_Bader_Beschreibung_t0.csv
1,386,0,band1_p386_PG0802_Bader_Tabelle_t0.csv
1,386,1,band1_p386_PG0802_Bader_Tabelle_t1.csv
1,387,0,band1_p387_PG0802_Bader_Teilergebnisplan_t0.csv
1,389,0,band1_p389_PG0802_Bader_Teilfinanzplan_t0.csv
1,392,0,band1_p392_PB09_RaumlichePlanungundEntwicklung_Geoinformationen_Teilergebnisplan_t0.csv
1,393,0,band1_p393_PB09_RaumlichePlanungundEntwicklung_Geoinformationen_Teilfinanzplan_t0.csv
1,395,0,band1_p395_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Beschreibung_t0.csv
1,396,0,band1_p396_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Ziele_t0.csv
1,397,0,band1_p397_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Kennzahlen_t0.csv
1,398,0,band1_p398_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Tabelle_t0.csv
1,399,0,band1_p399_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Tabelle_t0.csv
1,400,0,band1_p400_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Tabelle_t0.csv
1,400,1,band1_p400_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Tabelle_t1.csv
1,401,0,band1_p401_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Tabelle_t0.csv
1,402,0,band1_p402_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Tabelle_t0.csv
1,403,0,band1_p403_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Teilergebnisplan_t0.csv
1,405,0,band1_p405_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Teilfinanzplan_t0.csv
1,407,0,band1_p407_PG0902_Vermessung_KatasterundGeoinformation_Beschreibung_t0.csv
1,408,0,band1_p408_PG0902_Vermessung_KatasterundGeoinformation_Kennzahlen_t0.csv
1,409,0,band1_p409_PG0902_Vermessung_KatasterundGeoinformation_Tabelle_t0.csv
1,409,1,band1_p409_PG0902_Vermessung_KatasterundGeoinformation_Tabelle_t1.csv
1,410,0,band1_p410_PG0902_Vermessung_KatasterundGeoinformation_Tabelle_t0.csv
1,410,1,band1_p410_PG0902_Vermessung_KatasterundGeoinformation_Tabelle_t1.csv
1,411,0,band1_p411_PG0902_Vermessung_KatasterundGeoinformation_Tabelle_t0.csv
1,411,1,band1_p411_PG0902_Vermessung_KatasterundGeoinformation_Tabelle_t1.csv
1,412,0,band1_p412_PG0902_Vermessung_KatasterundGeoinformation_Tabelle_t0.csv
1,413,0,band1_p413_PG0902_Vermessung_KatasterundGeoinformation_Teilergebnisplan_t0.csv
1,414,0,band1_p414_PG0902_Vermessung_KatasterundGeoinformation_Teilfinanzplan_t0.csv
1,416,0,band1_p416_PB10_BauenundWohnen_Teilergebnisplan_t0.csv
1,417,0,band1_p417_PB10_BauenundWohnen_Teilfinanzplan_t0.csv
1,419,0,band1_p419_PG1001_BauaufsichtundbaurechtlicheBeratung_Beschreibung_t0.csv
1,420,0,band1_p420_PG1001_BauaufsichtundbaurechtlicheBeratung_Tabelle_t0.csv
1,420,1,band1_p420_PG1001_BauaufsichtundbaurechtlicheBeratung_Tabelle_t1.csv
1,420,2,band1_p420_PG1001_BauaufsichtundbaurechtlicheBeratung_Tabelle_t2.csv
1,421,0,band1_p421_PG1001_BauaufsichtundbaurechtlicheBeratung_Teilergebnisplan_t0.csv
1,422,0,band1_p422_PG1001_BauaufsichtundbaurechtlicheBeratung_Teilfinanzplan_t0.csv
1,425,0,band1_p425_PG1002_DenkmalschutzundDenkmalpflege_Beschreibung_t0.csv
1,426,0,band1_p426_PG1002_DenkmalschutzundDenkmalpflege_Kennzahlen_t0.csv
1,427,0,band1_p427_PG1002_DenkmalschutzundDenkmalpflege_Teilergebnisplan_t0.csv
1,431,0,band1_p431_PG1003_Wohnen_Beschreibung_t0.csv
1,432,0,band1_p432_PG1003_Wohnen_Kennzahlen_t0.csv
1,433,0,band1_p433_PG1003_Wohnen_Tabelle_t0.csv
1,433,1,band1_p433_PG1003_Wohnen_Tabelle_t1.csv
1,434,0,band1_p434_PG1003_Wohnen_Tabelle_t0.csv
1,435,0,band1_p435_PG1003_Wohnen_Tabelle_t0.csv
1,436,0,band1_p436_PG1003_Wohnen_Teilergebnisplan_t0.csv
1,440,0,band1_p440_PB11_Ver_undEntsorgung_Teilergebnisplan_t0.csv
1,441,0,band1_p441_PB11_Ver_undEntsorgung_Teilfinanzplan_t0.csv
1,443,0,band1_p443_PG1101_Abwasserbeseitigung_Beschreibung_t0.csv
1,444,0,band1_p444_PG1101_Abwasserbeseitigung_Tabelle_t0.csv
1,444,1,band1_p444_PG1101_Abwasserbeseitigung_Tabelle_t1.csv
1,445,0,band1_p445_PG1101_Abwasserbeseitigung_Teilergebnisplan_t0.csv
1,447,0,band1_p447_PG1101_Abwasserbeseitigung_Teilfinanzplan_t0.csv
1,449,0,band1_p449_PG1102_Abfallwirtschaft_AWM_Beschreibung_t0.csv
1,450,0,band1_p450_PG1102_Abfallwirtschaft_AWM_Teilergebnisplan_t0.csv
1,452,0,band1_p452_PB12_Verkehrsflachenund_anlagen_OPNV_Teilergebnisplan_t0.csv
1,453,0,band1_p453_PB12_Verkehrsflachenund_anlagen_OPNV_Teilfinanzplan_t0.csv
1,455,0,band1_p455_PG1201_BereitstellungvonVerkehrsflachenund_anlagen_Beschreibung_t0.csv
1,456,0,band1_p456_PG1201_BereitstellungvonVerkehrsflachenund_anlagen_Kennzahlen_t0.csv
1,457,0,band1_p457_PG1201_BereitstellungvonVerkehrsflachenund_anlagen_Tabelle_t0.csv
1,457,1,band1_p457_PG1201_BereitstellungvonVerkehrsflachenund_anlagen_Tabelle_t1.csv
1,458,0,band1_p458_PG1201_BereitstellungvonVerkehrsflachenund_anlagen_Tabelle_t0.csv
1,459,0,band1_p459_PG1201_BereitstellungvonVerkehrsflachenund_anlagen_Teilergebnisplan_t0.csv
1,461,0,band1_p461_PG1201_BereitstellungvonVerkehrsflachenund_anlagen_Teilfinanzplan_t0.csv
1,464,0,band1_p464_PG13_Natur_und_Landschaftspflege_Teilergebnisplan_t0.csv
1,465,0,band1_p465_PG13_Natur_und_Landschaftspflege_Teilfinanzplan_t0.csv
1,467,0,band1_p467_PG1301_Grun_undFreiflachen_Beschreibung_t0.csv
1,468,0,band1_p468_PG1301_Grun_undFreiflachen_Tabelle_t0.csv
1,468,1,band1_p468_PG1301_Grun_undFreiflachen_Tabelle_t1.csv
1,469,0,band1_p469_PG1301_Grun_undFreiflachen_Teilergebnisplan_t0.csv
1,471,0,band1_p471_PG1301_Grun_undFreiflachen_Teilfinanzplan_t0.csv
1,473,0,band1_p473_PG1302_Friedhofe_Beschreibung_t0.csv
1,474,0,band1_p474_PG1302_Friedhofe_Tabelle_t0.csv
1,474,1,band1_p474_PG1302_Friedhofe_Tabelle_t1.csv
1,475,0,band1_p475_PG1302_Friedhofe_Teilergebnisplan_t0.csv
1,477,0,band1_p477_PG1302_Friedhofe_Teilfinanzplan_t0.csv
1,479,0,band1_p479_PG1303_Natur_Landschaft_Erholung_Wasserschutz_Beschreibung_t0.csv
1,480,0,band1_p480_PG1303_Natur_Landschaft_Erholung_Wasserschutz_Tabelle_t0.csv
1,480,1,band1_p480_PG1303_Natur_Landschaft_Erholung_Wasserschutz_Tabelle_t1.csv
1,481,0,band1_p481_PG1303_Natur_Landschaft_Erholung_Wasserschutz_Teilergebnisplan_t0.csv
1,483,0,band1_p483_PG1303_Natur_Landschaft_Erholung_Wasserschutz_Teilfinanzplan_t0.csv
1,485,0,band1_p485_PG1304_FliessendeGewasser_Beschreibung_t0.csv
1,486,0,band1_p486_PG1304_FliessendeGewasser_Teilergebnisplan_t0.csv
1,488,0,band1_p488_PG1304_FliessendeGewasser_Teilfinanzplan_t0.csv
1,491,0,band1_p491_PG1305_WaldundForstwirtschaft_Beschreibung_t0.csv
1,492,0,band1_p492_PG1305_WaldundForstwirtschaft_Kennzahlen_t0.csv
1,493,0,band1_p493_PG1305_WaldundForstwirtschaft_Teilergebnisplan_t0.csv
1,495,0,band1_p495_PG1305_WaldundForstwirtschaft_Teilfinanzplan_t0.csv
1,498,0,band1_p498_PB14_Umweltschutz_Teilergebnisplan_t0.csv
1,499,0,band1_p499_PB14_Umweltschutz_Teilfinanzplan_t0.csv
1,501,0,band1_p501_PG1401_Ubergr_Umweltschutz_Klima_Nachhaltigkeit_Immission_Boden_Abf_Beschreibung_t0.csv
1,502,0,band1_p502_PG1401_Ubergr_Umweltschutz_Klima_Nachhaltigkeit_Immission_Boden_Abf_Tabelle_t0.csv
1,502,1,band1_p502_PG1401_Ubergr_Umweltschutz_Klima_Nachhaltigkeit_Immission_Boden_Abf_Tabelle_t1.csv
1,503,0,band1_p503_PG1401_Ubergr_Umweltschutz_Klima_Nachhaltigkeit_Immission_Boden_Abf_Tabelle_t0.csv
1,503,1,band1_p503_PG1401_Ubergr_Umweltschutz_Klima_Nachhaltigkeit_Immission_Boden_Abf_Tabelle_t1.csv
1,504,0,band1_p504_PG1401_Ubergr_Umweltschutz_Klima_Nachhaltigkeit_Immission_Boden_Abf_Teilergebnisplan_t0.csv
1,506,0,band1_p506_PG1401_Ubergr_Umweltschutz_Klima_Nachhaltigkeit_Immission_Boden_Abf_Teilfinanzplan_t0.csv
1,508,0,band1_p508_PB15_WirtschaftundTourismus_Teilergebnisplan_t0.csv
1,509,0,band1_p509_PB15_WirtschaftundTourismus_Teilfinanzplan_t0.csv
1,511,0,band1_p511_PG1501_AnteileanUnternehmen_Beschreibung_t0.csv
1,512,0,band1_p512_PG1501_AnteileanUnternehmen_Tabelle_t0.csv
1,512,1,band1_p512_PG1501_AnteileanUnternehmen_Tabelle_t1.csv
1,513,0,band1_p513_PG1501_AnteileanUnternehmen_Tabelle_t0.csv
1,513,1,band1_p513_PG1501_AnteileanUnternehmen_Tabelle_t1.csv
1,514,0,band1_p514_PG1501_AnteileanUnternehmen_Tabelle_t0.csv
1,514,1,band1_p514_PG1501_AnteileanUnternehmen_Tabelle_t1.csv
1,515,0,band1_p515_PG1501_AnteileanUnternehmen_Tabelle_t0.csv
1,515,1,band1_p515_PG1501_AnteileanUnternehmen_Tabelle_t1.csv
1,515,2,band1_p515_PG1501_AnteileanUnternehmen_Tabelle_t2.csv
1,516,0,band1_p516_PG1501_AnteileanUnternehmen_Teilergebnisplan_t0.csv
1,518,0,band1_p518_PG1501_AnteileanUnternehmen_Teilfinanzplan_t0.csv
1,521,0,band1_p521_PG1502_Stadtmarketing_MM_Beschreibung_t0.csv
1,522,0,band1_p522_PG1502_Stadtmarketing_MM_Teilergebnisplan_t0.csv
1,525,0,band1_p525_PG1503_StadthalleHiltrup_Beschreibung_t0.csv
1,526,0,band1_p526_PG1503_StadthalleHiltrup_Teilergebnisplan_t0.csv
1,528,0,band1_p528_PG1503_StadthalleHiltrup_Teilfinanzplan_t0.csv
1,531,0,band1_p531_PG1504_OffentlicheToilettenanlagen_Beschreibung_t0.csv
1,532,0,band1_p532_PG1504_OffentlicheToilettenanlagen_Teilergebnisplan_t0.csv
1,533,0,band1_p533_PG1504_OffentlicheToilettenanlagen_Teilfinanzplan_t0.csv
1,536,0,band1_p536_PB16_AllgemeineFinanzwirtschaft_Teilergebnisplan_t0.csv
1,537,0,band1_p537_PB16_AllgemeineFinanzwirtschaft_Teilfinanzplan_t0.csv
1,538,0,band1_p538_PB16_AllgemeineFinanzwirtschaft_Teilfinanzplan_t0.csv
1,541,0,band1_p541_PG1601_AllgemeineFinanzwirtschaft_Beschreibung_t0.csv
1,542,0,band1_p542_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t0.csv
1,542,1,band1_p542_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t1.csv
1,543,0,band1_p543_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t0.csv
1,544,0,band1_p544_PG1601_AllgemeineFinanzwirtschaft_Teilergebnisplan_t0.csv
1,546,0,band1_p546_PG1601_AllgemeineFinanzwirtschaft_Teilfinanzplan_t0.csv
1,547,0,band1_p547_PG1601_AllgemeineFinanzwirtschaft_Teilfinanzplan_t0.csv
1,550,0,band1_p550_PB17_Stiftungen_Teilergebnisplan_t0.csv
1,553,0,band1_p553_PG1701_RechtlichunselbstandigeStiftungen_Beschreibung_t0.csv
1,554,0,band1_p554_PG1701_RechtlichunselbstandigeStiftungen_Teilergebnisplan_t0.csv
1,560,0,band1_p560_PG0107_PublicRelations_Investitionsmassnahmen_t0.csv
1,560,1,band1_p560_PG0107_PublicRelations_Investitionsmassnahmen_t1.csv
1,560,2,band1_p560_PG0107_PublicRelations_Investitionsmassnahmen_t2.csv
1,560,3,band1_p560_PG0107_PublicRelations_Investitionsmassnahmen_t3.csv
1,561,0,band1_p561_PG0102_GeschaftsfuhrungfurpolitischeGremien_internationaleBeziehung_Investitionsmassnahmen_t0.csv
1,561,1,band1_p561_PG0102_GeschaftsfuhrungfurpolitischeGremien_internationaleBeziehung_Investitionsmassnahmen_t1.csv
1,561,2,band1_p561_PG0102_GeschaftsfuhrungfurpolitischeGremien_internationaleBeziehung_Investitionsmassnahmen_t2.csv
1,561,3,band1_p561_PG0102_GeschaftsfuhrungfurpolitischeGremien_internationaleBeziehung_Investitionsmassnahmen_t3.csv
1,562,0,band1_p562_PG0103_OB_BM_undVerwaltungsfuhrung_Investitionsmassnahmen_t0.csv
1,562,1,band1_p562_PG0103_OB_BM_undVerwaltungsfuhrung_Investitionsmassnahmen_t1.csv
1,562,2,band1_p562_PG0103_OB_BM_undVerwaltungsfuhrung_Investitionsmassnahmen_t2.csv
1,562,3,band1_p562_PG0103_OB_BM_undVerwaltungsfuhrung_Investitionsmassnahmen_t3.csv
1,563,0,band1_p563_PG0204_Burgerangelegenheiten_Investitionsmassnahmen_t0.csv
1,563,1,band1_p563_PG0204_Burgerangelegenheiten_Investitionsmassnahmen_t1.csv
1,563,2,band1_p563_PG0204_Burgerangelegenheiten_Investitionsmassnahmen_t2.csv
1,563,3,band1_p563_PG0204_Burgerangelegenheiten_Investitionsmassnahmen_t3.csv
1,564,0,band1_p564_PG0205_Standesamtsangelegenheiten_Investitionsmassnahmen_t0.csv
1,564,1,band1_p564_PG0205_Standesamtsangelegenheiten_Investitionsmassnahmen_t1.csv
1,564,2,band1_p564_PG0205_Standesamtsangelegenheiten_Investitionsmassnahmen_t2.csv
1,564,3,band1_p564_PG0205_Standesamtsangelegenheiten_Investitionsmassnahmen_t3.csv
1,565,0,band1_p565_PG0208_Wahlen_Investitionsmassnahmen_t0.csv
1,565,1,band1_p565_PG0208_Wahlen_Investitionsmassnahmen_t1.csv
1,565,2,band1_p565_PG0208_Wahlen_Investitionsmassnahmen_t2.csv
1,565,3,band1_p565_PG0208_Wahlen_Investitionsmassnahmen_t3.csv
1,566,0,band1_p566_PG1503_StadthalleHiltrup_Investitionsmassnahmen_t0.csv
1,566,1,band1_p566_PG1503_StadthalleHiltrup_Investitionsmassnahmen_t1.csv
1,566,2,band1_p566_PG1503_StadthalleHiltrup_Investitionsmassnahmen_t2.csv
1,568,0,band1_p568_PG0113_ZentraleDienste_Investitionsmassnahmen_t0.csv
1,568,1,band1_p568_PG0113_ZentraleDienste_Investitionsmassnahmen_t1.csv
1,568,2,band1_p568_PG0113_ZentraleDienste_Investitionsmassnahmen_t2.csv
1,568,3,band1_p568_PG0113_ZentraleDienste_Investitionsmassnahmen_t3.csv
1,568,4,band1_p568_PG0113_ZentraleDienste_Investitionsmassnahmen_t4.csv
1,568,5,band1_p568_PG0113_ZentraleDienste_Investitionsmassnahmen_t5.csv
1,569,0,band1_p569_PG0201_OrdnungsrechtlicheAngelegenheiten_Investitionsmassnahmen_t0.csv
1,569,1,band1_p569_PG0201_OrdnungsrechtlicheAngelegenheiten_Investitionsmassnahmen_t1.csv
1,569,2,band1_p569_PG0201_OrdnungsrechtlicheAngelegenheiten_Investitionsmassnahmen_t2.csv
1,569,3,band1_p569_PG0201_OrdnungsrechtlicheAngelegenheiten_Investitionsmassnahmen_t3.csv
1,570,0,band1_p570_PG0202_GewerberechtlicheAngelegenheiten_Investitionsmassnahmen_t0.csv
1,570,1,band1_p570_PG0202_GewerberechtlicheAngelegenheiten_Investitionsmassnahmen_t1.csv
1,570,2,band1_p570_PG0202_GewerberechtlicheAngelegenheiten_Investitionsmassnahmen_t2.csv
1,571,0,band1_p571_PG0203_StrassenverkehrsrechtlicheAngelegenheiten_Investitionsmassnahmen_t0.csv
1,571,1,band1_p571_PG0203_StrassenverkehrsrechtlicheAngelegenheiten_Investitionsmassnahmen_t1.csv
1,571,2,band1_p571_PG0203_StrassenverkehrsrechtlicheAngelegenheiten_Investitionsmassnahmen_t2.csv
1,571,3,band1_p571_PG0203_StrassenverkehrsrechtlicheAngelegenheiten_Investitionsmassnahmen_t3.csv
1,572,0,band1_p572_PG1504_OffentlicheToilettenanlagen_Investitionsmassnahmen_t0.csv
1,572,1,band1_p572_PG1504_OffentlicheToilettenanlagen_Investitionsmassnahmen_t1.csv
1,572,2,band1_p572_PG1504_OffentlicheToilettenanlagen_Investitionsmassnahmen_t2.csv
1,573,0,band1_p573_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t0.csv
1,573,1,band1_p573_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t1.csv
1,573,2,band1_p573_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t2.csv
1,574,0,band1_p574_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t0.csv
1,574,1,band1_p574_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t1.csv
1,574,2,band1_p574_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t2.csv
1,574,3,band1_p574_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t3.csv
1,575,0,band1_p575_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t0.csv
1,575,1,band1_p575_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t1.csv
1,575,2,band1_p575_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t2.csv
1,575,3,band1_p575_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t3.csv
1,575,4,band1_p575_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t4.csv
1,576,0,band1_p576_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t0.csv
1,576,1,band1_p576_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t1.csv
1,576,2,band1_p576_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t2.csv
1,576,3,band1_p576_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t3.csv
1,576,4,band1_p576_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t4.csv
1,577,0,band1_p577_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t0.csv
1,577,1,band1_p577_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t1.csv
1,577,2,band1_p577_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t2.csv
1,577,3,band1_p577_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t3.csv
1,577,4,band1_p577_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t4.csv
1,577,5,band1_p577_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t5.csv
1,577,6,band1_p577_PG0209_BrandschutzundfeuerwehrtechnischeHilfeleistung_Investitionsmassnahmen_t6.csv
1,578,0,band1_p578_PG0210_Rettungsdienst_Investitionsmassnahmen_t0.csv
1,578,1,band1_p578_PG0210_Rettungsdienst_Investitionsmassnahmen_t1.csv
1,578,2,band1_p578_PG0210_Rettungsdienst_Investitionsmassnahmen_t2.csv
1,578,3,band1_p578_PG0210_Rettungsdienst_Investitionsmassnahmen_t3.csv
1,579,0,band1_p579_PG0210_Rettungsdienst_Investitionsmassnahmen_t0.csv
1,579,1,band1_p579_PG0210_Rettungsdienst_Investitionsmassnahmen_t1.csv
1,579,2,band1_p579_PG0210_Rettungsdienst_Investitionsmassnahmen_t2.csv
1,579,3,band1_p579_PG0210_Rettungsdienst_Investitionsmassnahmen_t3.csv
1,579,4,band1_p579_PG0210_Rettungsdienst_Investitionsmassnahmen_t4.csv
1,580,0,band1_p580_PG0115_IT_Management_citeq_Investitionsmassnahmen_t0.csv
1,580,1,band1_p580_PG0115_IT_Management_citeq_Investitionsmassnahmen_t1.csv
1,580,2,band1_p580_PG0115_IT_Management_citeq_Investitionsmassnahmen_t2.csv
1,580,3,band1_p580_PG0115_IT_Management_citeq_Investitionsmassnahmen_t3.csv
1,580,4,band1_p580_PG0115_IT_Management_citeq_Investitionsmassnahmen_t4.csv
1,582,0,band1_p582_PG0109_Finanz_undBeteiligungsmanagement_Investitionsmassnahmen_t0.csv
1,582,1,band1_p582_PG0109_Finanz_undBeteiligungsmanagement_Investitionsmassnahmen_t1.csv
1,582,2,band1_p582_PG0109_Finanz_undBeteiligungsmanagement_Investitionsmassnahmen_t2.csv
1,583,0,band1_p583_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t0.csv
1,583,1,band1_p583_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t1.csv
1,583,2,band1_p583_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t2.csv
1,583,3,band1_p583_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t3.csv
1,584,0,band1_p584_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t0.csv
1,584,1,band1_p584_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t1.csv
1,584,2,band1_p584_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t2.csv
1,584,3,band1_p584_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t3.csv
1,584,4,band1_p584_PG1501_AnteileanUnternehmen_Investitionsmassnahmen_t4.csv
1,585,0,band1_p585_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t0.csv
1,585,1,band1_p585_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t1.csv
1,585,2,band1_p585_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t2.csv
1,585,3,band1_p585_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t3.csv
1,586,0,band1_p586_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t0.csv
1,586,1,band1_p586_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t1.csv
1,586,2,band1_p586_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t2.csv
1,586,3,band1_p586_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t3.csv
1,587,0,band1_p587_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t0.csv
1,587,1,band1_p587_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t1.csv
1,587,2,band1_p587_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t2.csv
1,587,3,band1_p587_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t3.csv
1,588,0,band1_p588_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t0.csv
1,588,1,band1_p588_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t1.csv
1,588,2,band1_p588_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t2.csv
1,588,3,band1_p588_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t3.csv
1,588,4,band1_p588_PG1601_AllgemeineFinanzwirtschaft_Investitionsmassnahmen_t4.csv
1,590,0,band1_p590_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t0.csv
1,590,1,band1_p590_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t1.csv
1,590,2,band1_p590_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t2.csv
1,591,0,band1_p591_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t0.csv
1,591,1,band1_p591_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t1.csv
1,591,2,band1_p591_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t2.csv
1,591,3,band1_p591_PG1601_AllgemeineFinanzwirtschaft_Tabelle_t3.csv
1,594,0,band1_p594_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t0.csv
1,594,1,band1_p594_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t1.csv
1,594,2,band1_p594_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t2.csv
1,594,3,band1_p594_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t3.csv
1,595,0,band1_p595_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t0.csv
1,595,1,band1_p595_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t1.csv
1,595,2,band1_p595_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t2.csv
1,595,3,band1_p595_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t3.csv
1,596,0,band1_p596_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t0.csv
1,596,1,band1_p596_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t1.csv
1,596,2,band1_p596_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t2.csv
1,596,3,band1_p596_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t3.csv
1,596,4,band1_p596_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t4.csv
1,596,5,band1_p596_PG0901_Stadt_undRegionalentwicklung_Stadtplanung_Investitionsmassnahmen_t5.csv
1,597,0,band1_p597_PG0902_Vermessung_KatasterundGeoinformation_Investitionsmassnahmen_t0.csv
1,597,1,band1_p597_PG0902_Vermessung_KatasterundGeoinformation_Investitionsmassnahmen_t1.csv
