1290ABISüdpark-Umwandlung Schotterplatz,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",140.000,0,0,0,0,0,0,0,140.000,140.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",140.000-,0,0,,,0,0,0,140.000-,140.000-
