,,,,,,,,
"Beschreibung DieKinder-undJugendarbeitgliedertsichinAngebotederoffenenKinder-undJugendarbeit(OKJA)undderJugendverbandsarbeit.DieAngebotewerdendurchdiefreienunddenöffentlichenTrägerderJugendhilfe vorgehalten(§§11,12SGBVIII). An47Grund-undFörderschulenwirdderOffeneGanztagdurchgeführt(§9SchulG,BASS12-63Nr.2).",,,,,,,,
BesonderheitenindenPlanjahren UmsetzungderMaßnahmenplanungdes5.MünsteranerKinder-undJugendförderplans2026-2030imBereichKinder-undJugendarbeit DasbedarfsorientierteSteuerungs-undFörderkonzeptwirdneuberechnetunddieMindeststandardsderoffenenKinder-undJugendarbeitangepasst. DieOGS-FerienangebotewerdenandenSchulstandortendurchdenOGS-Trägerdurchgeführtundweiterausgebaut. SukzessiveUmsetzungdesRechtsanspruchsaufeinenBetreuungsplatzinderoffenenGanztagschule.,,,,,,,,
"Ziele 1.Mindestens39EinrichtungenderoffenenKinder-undJugendarbeitwerdeninMünstervorgehalten.Voraussichtlich2028wirdeineneueKombinationseinrichtungGrundschule/OKJAinHiltrupnördlichOsttormit 1,0VZÄerrichtet. 2.DieAngebotsstundenindenEinrichtungenderoffenenKinder-undJugendarbeitnachLeistungsvereinbarungwerdenaufdembisherigenNiveaugehalten. 3.DerAnteilderOGSinfreierTrägerschaftwirdimSchuljahr2026/2027abgeschlossen.Ab02/2027werden100%derOGSinfreierTrägerschaftgeführt.",,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Zielkennzahlen -Zum1.Ziel:AnzahlderEinrichtungenderOKJAmithauptamtlichem Personal -Zum2.Ziel:AngebotsstundenderOKJAstadtweit(nach Leistungsvereinbarung) -Zum3.Ziel:AnteilOGSinfreierTrägerschaft(in%),39,39,39,,39,40,40,41
,45.195,42.675,45.555,,45.555,45.555,45.555,48.165
,"71,7","91,5","100,0",,"100,0","100,0","100,0","100,0"
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-32,18","-13,38","-23,69",,"-27,41","-27,44","-29,41","-31,54"
,"75,5","90,2","83,8",,"81,8","81,9","81,0","73,4"
