0300Schaffungvon Sportgelegenheiten,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"539.375,45",50.930,50.000,50.000,100.000,0,50.000,50.000,50.000,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"6.223,70",0,0,0,0,0,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"545.599,15-",50.930-,50.000-,50.000-,,,50.000-,50.000-,50.000-,,
