Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
4009Bahnhofstr/Berliner Platz/UmfeldBahnhof,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,936.129,936.129
AuszahlungfürBaumaßnahmen,"0,00",0,0,50.000,0,0,50.000,0,0,1.952.942,3.552.942
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,50.000-,,,50.000-,0,0,1.016.813-,2.616.813-
