"4125KoburgerWeg,Radwegbis HPZentrumNord",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",500.000,0,0,,,0,0,0,500.000,1.900.000
AuszahlungfürBaumaßnahmen,"18.504,50",170.000,350.000,0,0,0,0,0,0,188.505,738.505
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"18.504,50-",330.000,350.000-,0,,,0,0,0,311.496,1.161.496
