4220Kassensystem,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",500.000,250.000,0,0,0,0,0,0,500.000,750.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",500.000-,250.000-,0,,,0,0,0,500.000-,750.000-
