5390Baukosten Kindertagesstätten,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,1.100.000,5.231.000,7.195.000,0,1.854.000,110.000,0,0,8.295.000
Verpflichtungsermächtigung2026zuLasten,,,,5.231.000,,,1.854.000,110.000,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,1.100.000-,5.231.000-,,,1.854.000-,110.000-,0,0,8.295.000-
