"4097 Münsterstraße,Angel-Hiltruper Straße",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,163.436,273.436
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,541.362,1.801.362
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,0,0,377.926-,1.527.926-
