0200DarlehenWohn+Stadtbau GmbH,,,,,,,,,,,
Einzahlungausder VeräußerungvonFinanzanlagen,"846.601,70",861.600,876.710,892.060,,,756.710,1.074.600,939.830,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"846.601,70",861.600,876.710,892.060,,,756.710,1.074.600,939.830,,
