5500San./Umgest.Wegefl. Bez.Mi.nördl.Ber.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",52.180,50.000,50.000,50.000,50.000,50.000,50.000,50.000,200.712,500.712
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",52.180-,50.000-,50.000-,,,50.000-,50.000-,50.000-,200.712-,500.712-
