4330Machbarkeitsstudie Theater,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,300.000,0,0,0,0,0,0,0,300.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,300.000-,0,,,0,0,0,0,300.000-
