4260HerrichtungBürgerpark York-Kaserne,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"8.032,50",1.620.000,0,0,0,0,0,0,0,1.628.033,1.628.033
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"8.032,50-",1.620.000-,0,0,,,0,0,0,1.628.033-,1.628.033-
