1000Semistationäre Überwachungsanlage,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"293.651,54",330.000,0,0,0,0,0,0,0,1.214.032,1.214.032
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"293.651,54-",330.000-,0,0,,,0,0,0,1.214.032-,1.214.032-
