"5810ÖG/SPAlbachtenOst, Bp.572",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"15.259,73",387.691,590.000,100.000,100.000,1.000.000,2.380.000,3.000.000,0,460.290,6.530.290
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"15.259,73-",387.691-,590.000-,100.000-,,,2.380.000-,3.000.000-,0,460.290-,6.530.290-
