5560ÖGgenerationenger./ barrierearmeGest.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",60.835,30.000,30.000,0,0,30.000,30.000,30.000,60.835,240.835
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",60.835-,30.000-,30.000-,,,30.000-,30.000-,30.000-,60.835-,240.835-
