InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"41.189,30",6.174,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"41.189,30-",6.174-,0,0,,,0,0,0,,
