Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"22.400,00-",0,0,0,,,0,0,0,,
Auszahlung,"9.176.422,26",50.000,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"9.198.822,26-",50.000-,0,0,,,0,0,0,,
