Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0020Beschaffungv. Kunstobjekten+Exponaten,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"7.003,87",0,0,0,,,0,0,0,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"10.248,44",50.000,50.000,50.000,0,0,50.000,50.000,50.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"3.244,57-",50.000-,50.000-,50.000-,,,50.000-,50.000-,50.000-,,
