6010Erweiterung Margaretenschule,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"838.186,10",10.278.829,6.182.250,0,0,0,0,0,0,11.811.953,17.994.203
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,503.750,0,0,0,0,0,0,0,503.750
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"838.186,10-",10.278.829-,6.686.000-,0,,,0,0,0,11.811.953-,18.497.953-
