4780Neubau Grundsch.Konversionsgebiet York,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"12.979.612,88",19.603.750,2.003.530,0,0,0,0,0,0,40.120.232,42.123.762
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",870.000,200.000,300.000,0,0,0,0,0,870.000,1.370.000
Saldo Maßnahme (Einzahlungen ./. Auszahlungen),"12.979.612,88-",20.473.750-,2.203.530-,300.000-,,,0,0,0,40.990.232-,43.493.762-
