4280ÖPNV-Busbeschleunigung,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",50.000,0,0,,,0,0,0,50.000,50.000
AuszahlungfürBaumaßnahmen,"0,00",500.000,200.000,200.000,0,0,200.000,0,0,500.000,3.100.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",450.000-,200.000-,200.000-,,,200.000-,0,0,450.000-,3.050.000-
