5520San./Umgest.Wegefl.im BezirkHiltrup,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",63.910,50.000,50.000,50.000,50.000,50.000,50.000,50.000,265.426,565.426
Verpflichtungsermächtigung2026zuLasten,,,,50.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,50.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",63.910-,50.000-,50.000-,,,50.000-,50.000-,50.000-,265.426-,565.426-
