InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"231.389,06",110.527,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"231.389,06-",110.527-,0,0,,,0,0,0,,
