Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0000Investitionspauschale,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"18.378.520,81",18.900.000,19.875.000,19.875.000,,,19.875.000,19.875.000,19.875.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"18.378.520,81",18.900.000,19.875.000,19.875.000,,,19.875.000,19.875.000,19.875.000,,
