Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
7500Sanierungvon Spielplätzen;Bez.Hiltrup,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,3.975,3.975
AuszahlungfürBaumaßnahmen,"70.802,52",143.081,75.970,75.970,0,0,30.970,30.970,30.970,1.213.981,1.489.801
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"70.802,52-",143.081-,75.970-,75.970-,,,30.970-,30.970-,30.970-,1.210.006-,1.485.826-
