Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4890Neubau Matth.-Claudius-Sch.Handorf,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"56.555,85",442.006,668.790,13.500.000,0,0,14.355.150,744.660,0,517.359,29.785.959
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,0,0,0,710.900,0,0,0,710.900
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"56.555,85-",442.006-,668.790-,13.500.000-,,,15.066.050-,744.660-,0,517.359-,30.496.859-
