0500Erneuerungvon Sporthallenböden,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"210.495,81",303.829,250.000,250.000,500.000,0,250.000,250.000,250.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"210.495,81-",303.829-,250.000-,250.000-,,,250.000-,250.000-,250.000-,,
