Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
InvestitionsmaßnahmenoberhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
0100Besch.v.Geräten u.FahrzeugenfürBäder,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"69.405,41",36.806,253.450,90.300,163.100,0,72.800,60.800,60.000,,
Verpflichtungsermächtigung2026zuLasten,,,,90.300,,,72.800,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"69.405,41-",36.806-,253.450-,90.300-,,,72.800-,60.800-,60.000-,,
