Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4930ErweiterungMarienschule Roxel,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"576.109,96",10.818.207,1.744.500,0,0,0,0,0,0,11.604.547,13.349.047
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,386.100,0,0,0,0,0,0,0,386.100
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"576.109,96-",10.818.207-,2.130.600-,0,,,0,0,0,11.604.547-,13.735.147-
