0050Erneuerungvon ELA-Anlagen,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"239.031,48",265.544,200.000,200.000,100.000,0,200.000,200.000,200.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"239.031,48-",265.544-,200.000-,200.000-,,,200.000-,200.000-,200.000-,,
