"4176WolbeckerStr, Servatiiplatz-Hansaring",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",280.000,50.000,50.000,0,0,50.000,50.000,500.000,495.403,2.695.403
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",280.000-,50.000-,50.000-,,,50.000-,50.000-,500.000-,495.403-,2.695.403-
