1050Beschaffungen WSfM-Schutzkonzept,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,85.000,0,0,0,0,0,0,0,85.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,85.000-,0,,,0,0,0,0,85.000-
