4268Aaseesanierung,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"19.162,14",505.987,200.000,200.000,0,0,30.000,30.000,30.000,531.597,2.221.597
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"19.162,14-",505.987-,200.000-,200.000-,,,30.000-,30.000-,30.000-,531.597-,2.221.597-
