4850Bauk.Neubau FeuerwehrhausKemper,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,200.000,0,0,200.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,0,0,,,0,200.000-,0,0,200.000-
