4295Sprickmannplatz,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",150.000,0,0,0,0,0,0,0,150.000,150.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",150.000-,0,0,,,0,0,0,150.000-,150.000-
