,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Leistungsdaten -FlächedesStadtgebietesinha -AnzahlderFlurstücke -AnzahlderBestände(Grundbuchblätter),30.328,60.656,60.656,,60.656,60.656,60.656,60.656
,100.763,204.000,204.000,,204.000,204.000,204.000,204.000
,110.251,208.000,208.000,,208.000,208.000,208.000,208.000
