4920Erw. Annette-v.-Dr.-H.-Schule Nienberge,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"551.887,99",12.589.421,3.902.000,500.000,500.000,0,0,0,0,13.728.024,18.130.024
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,353.530,0,0,0,0,0,0,0,353.530
Verpflichtungsermächtigung2026zuLasten,,,,500.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"551.887,99-",12.589.421-,4.255.530-,500.000-,,,0,0,0,13.728.024-,18.483.554-
