5210CEF-Maßnahmen (Ausgleich),,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,100.000,100.000,0,0,100.000,100.000,100.000,0,600.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,100.000-,100.000-,,,100.000-,100.000-,100.000-,0,600.000-
