4711Neubzw.Umbau Joh.-C.-Schlaun-Gymn.,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",200.000,100.000,100.000,0,0,0,0,0,200.000,70.000.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",200.000-,100.000-,100.000-,,,0,0,0,200.000-,70.000.000-
