4750Bauk.Neubau FeuerwehrhausWolbeck,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",520.000,100.000,100.000,0,0,0,0,0,520.000,4.900.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",520.000-,100.000-,100.000-,,,0,0,0,520.000-,4.900.000-
