,,,,,,,,
,Ergebnis,Ansatz,,,,Planung,,
,2024,2025,2026,,2027,2028,2029,2030
Standardkennzahlen -Teilergebnis(Zeile29)proEinwohner/in(inEuro) -Aufwandsdeckungsgrad(in%),"-10,10","-11,39","-11,08",,"-8,54","-9,46","-10,78","-11,18"
,"92,3","89,9","90,1",,"92,3","91,6","90,5","90,2"
"Leistungsdaten -AnzahlderEinsätzeimBereichNotfallrettung(inkl.Arztbegleitete Verlegungsfahrten) -AnzahlderNotarzt-Einsätze -AnzahlderKrankentransporte -AnzahlderNotruf-Signalisierungen(einschl.Brandschutz) -AnzahlderEinsatzbearbeitungeninderLeitstelle,gesamt(einschl. Brandschutz)",30.000 5.600 14.800 56.765,34.000,34.000,,35.000,35.000,35.000,35.000
,,7.000,7.000,,7.000,7.000,7.000,7.000
,,14.500,14.500,,14.500,14.500,14.500,14.500
,,60.000,60.000,,60.000,60.000,60.000,60.000
,,53.000,53.000,,53.000,53.000,53.000,53.000
