Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
7100Sanierungvon Spielplätzen;Bez.Mitte,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,8.000,8.000
AuszahlungfürBaumaßnahmen,"48.179,38",711.234,214.500,214.500,0,0,66.450,66.450,66.450,3.666.028,4.360.828
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"48.179,38-",711.234-,214.500-,214.500-,,,66.450-,66.450-,66.450-,3.658.028-,4.352.828-
