4970Erweiterung LudgerusschuleHiltrup,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"1.303.609,87",12.151.411,4.474.250,687.350,550.000,0,0,0,0,15.149.650,20.311.250
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,238.750,0,0,0,0,0,0,0,238.750
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.303.609,87-",12.151.411-,4.713.000-,687.350-,,,0,0,0,15.149.650-,20.550.000-
