4271HiltruperStr.südlich WolbeckBG,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",380.000,50.000,900.000,1.300.000,0,400.000,0,0,380.000,2.030.000
Verpflichtungsermächtigung2026zuLasten,,,,900.000,,,400.000,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",380.000-,50.000-,900.000-,,,400.000-,0,0,380.000-,2.030.000-
