6010SP/ÖGKirschgarten Handorf,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",100.000,0,250.000,250.000,0,0,0,0,100.000,350.000
Verpflichtungsermächtigung2026zuLasten,,,,250.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",100.000-,0,250.000-,,,0,0,0,100.000-,350.000-
