"4284HeidestrWestAG,Bp626",,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",180.000,0,0,0,0,0,0,0,180.000,180.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",180.000-,0,0,,,0,0,0,180.000-,180.000-
