4610Gymnastikhalle SportanlageFeldstiege,,,,,,,,,,,
Auszahlungvonaktivierbaren Zuwendungen,"0,00",505.000,480.000,0,0,0,0,0,0,505.000,985.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",505.000-,480.000-,0,,,0,0,0,505.000-,985.000-
