1060NeubauStadtteilhaus Coerde,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",3.850.400,3.208.000,1.925.600,,,0,0,0,3.850.400,8.984.000
Auszahlungvonaktivierbaren Zuwendungen,"0,00",4.813.000,4.027.850,2.407.500,0,0,0,0,0,4.813.000,11.248.350
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",962.600-,819.850-,481.900-,,,0,0,0,962.600-,2.264.350-
