Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4800EnergetischeMaßnahmen anSchulen,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,2.447.324,2.447.324
AuszahlungfürBaumaßnahmen,"365.521,04",723.965,0,0,0,0,0,0,0,5.189.283,5.189.283
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"365.521,04-",723.965-,0,0,,,0,0,0,2.741.959-,2.741.959-
