4290Hamannplatz,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,200.000,500.000,,,800.000,300.000,0,0,1.800.000
AuszahlungfürBaumaßnahmen,"0,00",50.000,600.000,1.600.000,0,0,1.600.000,400.000,0,50.000,4.250.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",50.000-,400.000-,1.100.000-,,,800.000-,100.000-,0,50.000-,2.450.000-
