4720Ausgl.Bp.483 Hansa-Business-Park,,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"0,00",0,0,0,,,0,0,0,1.260.533,1.260.533
AuszahlungfürBaumaßnahmen,"11.210,62",166.918,0,77.000,0,0,0,0,0,746.185,958.185
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"11.210,62-",166.918-,0,77.000-,,,0,0,0,514.348,302.348
