4720Sportanlageu.UG Wienburgstraße,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,300.000,1.150.000,1.150.000,0,0,0,0,0,1.450.000
Verpflichtungsermächtigung2026zuLasten,,,,1.150.000,,,0,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,300.000-,1.150.000-,,,0,0,0,0,1.450.000-
