4230Bauk.prov. RettungswacheRoxel,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",0,473.000,0,0,0,0,0,0,0,473.000
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",0,473.000-,0,,,0,0,0,0,473.000-
