6070Erweiterung Annette-v.-D.-H.Gymnasium,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"153.518,55",1.027.251,4.856.000,7.283.000,7.200.000,7.500.000,7.520.400,4.150.000,1.280.000,1.180.769,26.270.169
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,0,0,0,0,783.600,0,0,0,783.600
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"153.518,55-",1.027.251-,4.856.000-,7.283.000-,,,8.304.000-,4.150.000-,1.280.000-,1.180.769-,27.053.769-
