4650SportanlageGroßeWiese,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"0,00",300.000,750.000,1.000.000,1.000.000,2.087.500,2.087.500,0,0,300.000,4.137.500
Verpflichtungsermächtigung2026zuLasten,,,,1.000.000,,,0,0,0,,
Verpflichtungsermächtigung2027zuLasten,,,,0,,,2.087.500,0,0,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"0,00",300.000-,750.000-,1.000.000-,,,2.087.500-,0,0,300.000-,4.137.500-
