Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
4160Erricht.Objektfunkanl. HalleMünsterl.,,,,,,,,,,,
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"970,00",203.994,0,0,0,0,0,0,0,443.958,443.958
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"970,00-",203.994-,0,0,,,0,0,0,443.958-,443.958-
