6110Erweiterung Ratsgymnasium,,,,,,,,,,,
AuszahlungfürBaumaßnahmen,"581.379,03",6.157.692,3.504.100,2.792.470,2.700.000,0,0,0,0,6.819.204,13.115.774
AuszahlungfürdenErwerbvon beweglichemAnlagevermögen,"0,00",0,312.900,0,0,0,0,0,0,0,312.900
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"581.379,03-",6.157.692-,3.817.000-,2.792.470-,,,0,0,0,6.819.204-,13.428.674-
