InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"241.064,04",7.146,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"241.064,04-",7.146-,0,0,,,0,0,0,,
