Investitionsmaßnahmen,Ergebnis(€),Haushaltsansatz(€),,,Verpflichtungs- ermächtigung(€),,Planung(€),,,bereitge- stelltbisinkl. 2025,Gesamt- ein-u.-aus- zahlungen
,2024,2025,2026,2027,2026,2027,2028,2029,2030,,
"4080Robert-Bosch/Siemensst, B51-Trauttmansd",,,,,,,,,,,
EinzahlungausZuwendungen fürInvestitionsmaßnahmen,"30.200,00",0,0,0,,,0,0,0,1.433.200,1.983.200
AuszahlungfürBaumaßnahmen,"0,00",0,0,0,0,0,0,0,0,3.565.203,4.498.203
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"30.200,00",0,0,0,,,0,0,0,2.132.003-,2.515.003-
