InvestitionsmaßnahmenunterhalbderfestgelegtenWertgrenzen,,,,,,,,,,,
Einzahlung,"0,00",0,0,0,,,0,0,0,,
Auszahlung,"19.147,17",3.900,0,0,0,0,0,0,0,,
Saldo(Einzahlungen./. Auszahlungen),"19.147,17-",3.900-,0,0,,,0,0,0,,
