0004Erschließungsbeiträge nachBauGB,,,,,,,,,,,
EinzahlungausBeiträgenund ähnlichenEntgelten,"1.172.273,73",1.500.000,1.750.000,2.000.000,,,2.500.000,2.500.000,2.500.000,,
SaldoMaßnahme(Einzahlungen ./.Auszahlungen),"1.172.273,73",1.500.000,1.750.000,2.000.000,,,2.500.000,2.500.000,2.500.000,,
